bedrooms,bathrooms,toilets,parking_space,title,town,state,price,log_price,state_enc,town_enc,title_enc,cluster
6,5,5,4,Detached Duplex,Mabushi,Abuja,450000000.0,19.92475814295086,0,75,2,1
4,5,5,4,Terraced Duplexes,Katampe,Abuja,800000000.0,20.500122286882203,0,61,6,1
4,5,5,4,Detached Duplex,Lekki,Lagos,120000000.0,18.603002309079653,1,71,2,0
4,4,5,6,Detached Duplex,Ajah,Lagos,40000000.0,17.50439003707821,1,2,2,2
4,4,5,2,Semi Detached Duplex,Lekki,Lagos,75000000.0,18.132998684833918,1,71,4,3
5,5,6,1,Detached Duplex,Lekki,Lagos,450000000.0,19.92475814295086,1,71,2,0
4,5,5,4,Detached Duplex,Lekki,Lagos,65000000.0,17.989897843244528,1,71,2,0
2,2,3,6,Detached Bungalow,Epe,Lagos,12000000.0,16.300417291085605,1,23,1,2
1,1,1,1,Detached Duplex,Lekki,Lagos,200000000.0,19.11382792951231,1,71,2,3
4,4,5,5,Detached Duplex,Ajah,Lagos,60000000.0,17.909855136853043,1,2,2,2
3,4,5,4,Terraced Duplexes,Lokogoma District,Abuja,25000000.0,17.034386422832473,0,73,6,1
4,5,6,3,Semi Detached Duplex,Lekki,Lagos,65000000.0,17.989897843244528,1,71,4,3
4,4,5,4,Semi Detached Duplex,Lekki,Lagos,70000000.0,18.064005814299346,1,71,4,3
6,6,7,4,Detached Duplex,Victoria Island (VI),Lagos,450000000.0,19.92475814295086,1,95,2,0
4,4,5,4,Terraced Duplexes,Lekki,Lagos,48000000.0,17.6867115897055,1,71,6,3
3,3,4,4,Detached Bungalow,Lokogoma District,Abuja,37000000.0,17.426428497635523,0,73,1,1
4,5,5,4,Detached Duplex,Victoria Island (VI),Lagos,170000000.0,18.951309000896888,1,95,2,0
3,3,4,2,Block of Flats,Ikeja,Lagos,350000000.0,19.673443715304877,1,40,0,2
5,5,6,5,Detached Duplex,Lekki,Lagos,85000000.0,18.258161826219297,1,71,2,0
3,3,4,4,Terraced Duplexes,Lekki,Lagos,34000000.0,17.341871111992198,1,71,6,3
4,5,5,2,Terraced Duplexes,Victoria Island (VI),Lagos,130000000.0,18.683045016112164,1,95,6,3
5,6,7,6,Detached Duplex,Katampe,Abuja,160000000.0,18.8906843794481,0,61,2,1
4,4,5,3,Detached Duplex,Ajah,Lagos,60000000.0,17.909855136853043,1,2,2,2
5,5,5,4,Detached Duplex,Lekki,Lagos,270000000.0,19.413932520666354,1,71,2,0
5,6,5,4,Detached Duplex,Lekki,Lagos,250000000.0,19.33697147982652,1,71,2,0
4,4,5,5,Detached Duplex,Lekki,Lagos,180000000.0,19.00846741441004,1,71,2,0
4,4,5,2,Semi Detached Duplex,Lekki,Lagos,75000000.0,18.132998684833918,1,71,4,3
5,5,5,4,Detached Duplex,Lekki,Lagos,270000000.0,19.413932520666354,1,71,2,0
6,8,8,3,Detached Duplex,Ikoyi,Lagos,850000000.0,20.560746908625106,1,43,2,0
4,4,5,4,Detached Duplex,Magodo,Lagos,140000000.0,18.757152987716434,1,76,2,0
5,5,6,4,Detached Duplex,Ikoyi,Lagos,700000000.0,20.36659089443625,1,43,2,0
5,5,6,6,Detached Duplex,Kaura,Abuja,150000000.0,18.826145858727198,0,62,2,1
4,4,5,8,Detached Duplex,Galadimawa,Abuja,70000000.0,18.064005814299346,0,25,2,1
3,5,5,4,Terraced Duplexes,Ajah,Lagos,40000000.0,17.50439003707821,1,2,6,3
5,5,6,5,Detached Duplex,Lekki,Lagos,120000000.0,18.603002309079653,1,71,2,0
4,4,5,4,Terraced Duplexes,Lekki,Lagos,55000000.0,17.822843761378564,1,71,6,3
6,6,7,8,Detached Duplex,Gwarinpa,Abuja,130000000.0,18.683045016112164,0,31,2,1
4,5,5,4,Semi Detached Duplex,Gwarinpa,Abuja,75000000.0,18.132998684833918,0,31,4,1
2,2,3,2,Block of Flats,Lekki,Lagos,30000000.0,17.216707972959764,1,71,0,0
2,2,3,4,Terraced Duplexes,Lekki,Lagos,53000000.0,17.78580249038432,1,71,6,3
5,6,6,4,Detached Duplex,Lekki,Lagos,270000000.0,19.413932520666354,1,71,2,0
5,5,5,4,Detached Bungalow,Katampe,Abuja,130000000.0,18.683045016112164,0,61,1,1
3,3,4,4,Block of Flats,Lekki,Lagos,25500000.0,17.05418904934434,1,71,0,0
5,5,6,4,Detached Duplex,Magodo,Lagos,235000000.0,19.275096076363752,1,76,2,0
3,3,4,3,Terraced Duplexes,Lekki,Lagos,65000000.0,17.989897843244528,1,71,6,3
4,4,4,3,Terraced Duplexes,Lekki,Lagos,55000000.0,17.822843761378564,1,71,6,3
5,5,6,4,Detached Duplex,Lekki,Lagos,120000000.0,18.603002309079653,1,71,2,0
4,5,5,4,Semi Detached Duplex,Lekki,Lagos,69000000.0,18.049617077054286,1,71,4,3
5,5,6,4,Detached Duplex,Lekki,Lagos,105000000.0,18.46947091764561,1,71,2,0
4,4,5,3,Semi Detached Duplex,Ajah,Lagos,60000000.0,17.909855136853043,1,2,4,2
5,5,6,5,Detached Duplex,Ikoyi,Lagos,1100000000.0,20.818576017659826,1,43,2,0
5,5,6,1,Detached Duplex,Gwarinpa,Abuja,300000000.0,19.519293035953808,0,31,2,1
5,5,6,4,Detached Duplex,Lekki,Lagos,105000000.0,18.46947091764561,1,71,2,0
4,4,5,1,Semi Detached Duplex,Galadimawa,Abuja,50000000.0,17.72753358339242,0,25,4,1
4,5,5,4,Semi Detached Duplex,Ajah,Lagos,60000000.0,17.909855136853043,1,2,4,2
5,6,7,4,Detached Duplex,Lekki,Lagos,150000000.0,18.826145858727198,1,71,2,0
3,4,4,6,Detached Duplex,Lugbe District,Abuja,30000000.0,17.216707972959764,0,74,2,1
5,5,6,4,Detached Duplex,Ajah,Lagos,75000000.0,18.132998684833918,1,2,2,2
2,3,3,3,Semi Detached Bungalow,Ibeju Lekki,Lagos,12000000.0,16.300417291085605,1,33,3,2
5,5,6,2,Detached Duplex,Lekki,Lagos,110000000.0,18.5159909328476,1,71,2,0
2,2,3,1,Semi Detached Bungalow,Epe,Lagos,12000000.0,16.300417291085605,1,23,3,2
5,5,6,6,Detached Duplex,Lekki,Lagos,330000000.0,19.6146032154551,1,71,2,0
4,4,5,3,Semi Detached Duplex,Ajah,Lagos,45000000.0,17.622173069956816,1,2,4,2
4,4,4,5,Detached Duplex,Ajah,Lagos,50000000.0,17.72753358339242,1,2,2,2
5,5,6,4,Detached Duplex,Lekki,Lagos,135000000.0,18.72078534381011,1,71,2,0
4,2,2,4,Semi Detached Bungalow,Yaba,Lagos,40000000.0,17.50439003707821,1,100,3,3
5,5,6,4,Detached Duplex,Lekki,Lagos,280000000.0,19.450300164704952,1,71,2,0
5,5,5,4,Detached Duplex,Lekki,Lagos,150000000.0,18.826145858727198,1,71,2,0
4,5,5,4,Block of Flats,Ikoyi,Lagos,650000000.0,20.29248292239242,1,43,0,0
4,5,6,4,Terraced Duplexes,Katampe,Abuja,131000000.0,18.690707888799015,0,61,6,1
4,4,5,4,Detached Duplex,Lekki,Lagos,85000000.0,18.258161826219297,1,71,2,0
5,5,6,4,Detached Duplex,Lekki,Lagos,155000000.0,18.858935681335133,1,71,2,0
3,3,4,4,Detached Bungalow,Ifako-Ijaiye,Lagos,12500000.0,16.341239282272525,1,36,1,2
4,4,5,4,Detached Duplex,Agege,Lagos,60000000.0,17.909855136853043,1,1,2,2
4,4,5,4,Terraced Duplexes,Lekki,Lagos,105000000.0,18.46947091764561,1,71,6,3
5,5,6,4,Detached Duplex,Lekki,Lagos,100000000.0,18.420680753952364,1,71,2,0
2,5,5,4,Block of Flats,Ikorodu,Lagos,22500000.0,16.929025911619092,1,41,0,2
5,5,6,2,Terraced Duplexes,Kaura,Abuja,70000000.0,18.064005814299346,0,62,6,1
4,5,5,4,Terraced Duplexes,Jahi,Abuja,75000000.0,18.132998684833918,0,51,6,1
4,5,5,4,Detached Duplex,Lekki,Lagos,70000000.0,18.064005814299346,1,71,2,0
5,5,6,4,Detached Duplex,Lekki,Lagos,145000000.0,18.7922443072814,1,71,2,0
4,5,5,4,Detached Duplex,Orozo,Abuja,52500000.0,17.77632374660947,0,90,2,1
4,4,5,4,Semi Detached Duplex,Lekki,Lagos,61000000.0,17.926384438531027,1,71,4,3
5,5,6,4,Detached Duplex,Lekki,Lagos,110000000.0,18.5159909328476,1,71,2,0
5,6,6,4,Detached Duplex,Lekki,Lagos,260000000.0,19.376192192825954,1,71,2,0
4,4,5,4,Terraced Duplexes,Ajah,Lagos,29800000.0,17.21001898503268,1,2,6,3
4,5,6,4,Terraced Duplexes,Lekki,Lagos,145000000.0,18.7922443072814,1,71,6,3
4,4,5,5,Semi Detached Duplex,Lekki,Lagos,150000000.0,18.826145858727198,1,71,4,3
4,4,5,3,Detached Duplex,Lekki,Lagos,80000000.0,18.197537205138154,1,71,2,0
5,6,8,1,Detached Duplex,Guzape District,Abuja,280000000.0,19.450300164704952,0,29,2,1
4,4,5,4,Detached Duplex,Ajah,Lagos,45000000.0,17.622173069956816,1,2,2,2
4,4,5,3,Semi Detached Duplex,Lekki,Lagos,75000000.0,18.132998684833918,1,71,4,3
4,4,5,3,Detached Duplex,Ikeja,Lagos,60000000.0,17.909855136853043,1,40,2,2
3,3,4,4,Block of Flats,Idu Industrial,Abuja,135000000.0,18.72078534381011,0,35,0,1
3,5,5,4,Terraced Duplexes,Ajah,Lagos,42000000.0,17.553180200057167,1,2,6,3
3,3,4,3,Terraced Bungalow,Lekki,Lagos,36436500.0,17.41108160488953,1,71,5,3
3,5,5,4,Block of Flats,Magodo,Lagos,55000000.0,17.822843761378564,1,76,0,0
5,5,6,5,Detached Duplex,Ikoyi,Lagos,1100000000.0,20.818576017659826,1,43,2,0
5,6,6,4,Detached Duplex,Lekki,Lagos,260000000.0,19.376192192825954,1,71,2,0
4,4,5,4,Detached Duplex,Gwarinpa,Abuja,80000000.0,18.197537205138154,0,31,2,1
4,5,5,6,Detached Duplex,Lekki,Lagos,70000000.0,18.064005814299346,1,71,2,0
5,5,6,4,Detached Duplex,Lekki,Lagos,90000000.0,18.31532023940565,1,71,2,0
5,6,7,5,Detached Duplex,Lekki,Lagos,470000000.0,19.96824325479604,1,71,2,0
4,4,5,4,Detached Duplex,Isheri North,Lagos,40000000.0,17.50439003707821,1,48,2,0
5,5,6,4,Detached Duplex,Ajah,Lagos,90000000.0,18.31532023940565,1,2,2,2
5,5,6,1,Detached Duplex,Lekki,Lagos,200000000.0,19.11382792951231,1,71,2,0
2,5,5,4,Semi Detached Bungalow,Galadimawa,Abuja,30000000.0,17.216707972959764,0,25,3,1
5,5,6,4,Detached Duplex,Katampe,Abuja,150000000.0,18.826145858727198,0,61,2,1
5,5,3,6,Detached Duplex,Utako,Abuja,250000000.0,19.33697147982652,0,94,2,1
6,6,7,1,Detached Duplex,Guzape District,Abuja,300000000.0,19.519293035953808,0,29,2,1
4,5,5,4,Semi Detached Duplex,Lekki,Lagos,70000000.0,18.064005814299346,1,71,4,3
2,5,9,4,Detached Bungalow,Ibeju Lekki,Lagos,30000000.0,17.216707972959764,1,33,1,2
4,3,3,4,Terraced Duplexes,Guzape District,Abuja,49900000.0,17.725531580761828,0,29,6,1
5,6,7,4,Detached Duplex,Lekki,Lagos,120000000.0,18.603002309079653,1,71,2,0
4,4,5,4,Detached Duplex,Ajah,Lagos,70000000.0,18.064005814299346,1,2,2,2
4,4,4,2,Semi Detached Duplex,Kuje,Abuja,13000000.0,16.380459992348886,0,66,4,1
5,5,6,6,Detached Duplex,Lekki,Lagos,325000000.0,19.599335743370936,1,71,2,0
4,4,5,3,Terraced Duplexes,Jahi,Abuja,65000000.0,17.989897843244528,0,51,6,1
5,5,6,4,Detached Duplex,Lekki,Lagos,130000000.0,18.683045016112164,1,71,2,0
3,3,4,3,Semi Detached Duplex,Ajah,Lagos,50000000.0,17.72753358339242,1,2,4,2
4,5,5,4,Detached Duplex,Ajah,Lagos,65000000.0,17.989897843244528,1,2,2,2
6,6,7,5,Detached Duplex,Isheri,Lagos,140000000.0,18.757152987716434,1,47,2,0
5,5,6,5,Detached Duplex,Lekki,Lagos,80000000.0,18.197537205138154,1,71,2,0
5,5,6,4,Detached Duplex,Gwarinpa,Abuja,150000000.0,18.826145858727198,0,31,2,1
4,4,5,4,Semi Detached Duplex,Ikoyi,Lagos,240000000.0,19.29614948547293,1,43,4,3
4,5,5,4,Detached Duplex,Lekki,Lagos,110000000.0,18.5159909328476,1,71,2,0
5,5,6,5,Detached Duplex,Lekki,Lagos,450000000.0,19.92475814295086,1,71,2,0
5,5,6,5,Detached Duplex,Lekki,Lagos,500000000.0,20.030118658386467,1,71,2,0
3,4,4,4,Terraced Duplexes,Ikoyi,Lagos,240000000.0,19.29614948547293,1,43,6,3
4,4,5,4,Terraced Duplexes,Life Camp,Abuja,60000000.0,17.909855136853043,0,72,6,1
5,6,6,4,Detached Duplex,Lekki,Lagos,120000000.0,18.603002309079653,1,71,2,0
4,4,5,4,Terraced Duplexes,Victoria Island (VI),Lagos,115000000.0,18.560442695023177,1,95,6,3
5,7,7,7,Detached Duplex,Lekki,Lagos,450000000.0,19.92475814295086,1,71,2,0
4,4,4,3,Terraced Duplexes,Ikeja,Lagos,180000000.0,19.00846741441004,1,40,6,3
6,6,7,4,Detached Duplex,Lekki,Lagos,275000000.0,19.432281659267208,1,71,2,0
4,4,5,7,Detached Duplex,Lekki,Lagos,190000000.0,19.06253463538792,1,71,2,0
3,3,3,4,Detached Bungalow,Ipaja,Lagos,24000000.0,16.993564429978885,1,46,1,2
4,4,5,4,Terraced Duplexes,Magodo,Lagos,75000000.0,18.132998684833918,1,76,6,3
5,5,6,1,Detached Duplex,Lekki,Lagos,250000000.0,19.33697147982652,1,71,2,0
6,6,7,6,Detached Duplex,Ikoyi,Lagos,1300000000.0,20.985630102183134,1,43,2,0
4,4,5,4,Semi Detached Duplex,Ajah,Lagos,48000000.0,17.6867115897055,1,2,4,2
3,3,4,2,Detached Bungalow,Ajah,Lagos,42000000.0,17.553180200057167,1,2,1,2
5,5,5,4,Detached Duplex,Magodo,Lagos,85000000.0,18.258161826219297,1,76,2,0
4,4,5,4,Detached Duplex,Lekki,Lagos,90000000.0,18.31532023940565,1,71,2,0
4,4,5,3,Semi Detached Duplex,Lekki,Lagos,65000000.0,17.989897843244528,1,71,4,3
3,2,2,2,Block of Flats,Ikeja,Lagos,300000000.0,19.519293035953808,1,40,0,2
4,4,5,4,Terraced Duplexes,Lekki,Lagos,70000000.0,18.064005814299346,1,71,6,3
3,3,4,3,Semi Detached Duplex,Magodo,Lagos,85000000.0,18.258161826219297,1,76,4,3
4,4,5,4,Semi Detached Duplex,Lekki,Lagos,75000000.0,18.132998684833918,1,71,4,3
4,5,5,4,Semi Detached Duplex,Lekki,Lagos,80000000.0,18.197537205138154,1,71,4,3
5,5,6,5,Detached Duplex,Lekki,Lagos,160000000.0,18.8906843794481,1,71,2,0
3,4,5,6,Detached Bungalow,Ibeju Lekki,Lagos,20000000.0,16.811242881518265,1,33,1,2
4,4,5,3,Detached Duplex,Lekki,Lagos,75000000.0,18.132998684833918,1,71,2,0
5,5,6,3,Terraced Duplexes,Lekki,Lagos,65000000.0,17.989897843244528,1,71,6,3
4,4,5,4,Terraced Duplexes,Dape,Abuja,45000000.0,17.622173069956816,0,14,6,1
5,5,6,5,Detached Duplex,Lekki,Lagos,85000000.0,18.258161826219297,1,71,2,0
3,4,4,4,Terraced Duplexes,Lekki,Lagos,36000000.0,17.399029524198163,1,71,6,3
5,5,6,3,Detached Duplex,Ikoyi,Lagos,375000000.0,19.74243658660135,1,43,2,0
5,7,8,6,Detached Duplex,Lekki,Lagos,300000000.0,19.519293035953808,1,71,2,0
1,5,5,4,Detached Bungalow,Mushin,Lagos,30000000.0,17.216707972959764,1,82,1,0
3,3,4,4,Block of Flats,Ejigbo,Lagos,55000000.0,17.822843761378564,1,21,0,2
9,9,1,1,Detached Duplex,Isolo,Lagos,70000000.0,18.064005814299346,1,49,2,0
4,4,5,4,Terraced Duplexes,Guzape District,Abuja,65000000.0,17.989897843244528,0,29,6,1
5,5,6,8,Detached Duplex,Lokogoma District,Abuja,120000000.0,18.603002309079653,0,73,2,1
4,5,5,3,Terraced Duplexes,Ikoyi,Lagos,240000000.0,19.29614948547293,1,43,6,3
3,2,2,2,Detached Bungalow,Agege,Lagos,8000000.0,15.894952224644102,1,1,1,2
3,5,3,4,Terraced Duplexes,Lekki,Lagos,32000000.0,17.281246492014,1,71,6,3
4,4,4,4,Detached Bungalow,Lokogoma District,Abuja,30000000.0,17.216707972959764,0,73,1,1
3,3,4,4,Detached Bungalow,Ojodu,Lagos,16000000.0,16.588099342704055,1,86,1,0
4,4,5,3,Terraced Duplexes,Lekki,Lagos,85000000.0,18.258161826219297,1,71,6,3
4,4,5,4,Terraced Duplexes,Ajah,Lagos,45000000.0,17.622173069956816,1,2,6,3
4,4,5,2,Semi Detached Duplex,Lekki,Lagos,60000000.0,17.909855136853043,1,71,4,3
5,5,6,4,Detached Duplex,Ikoyi,Lagos,600000000.0,20.21244021484709,1,43,2,0
3,3,4,4,Terraced Duplexes,Ajah,Lagos,34900000.0,17.36799741582595,1,2,6,3
5,4,5,3,Detached Duplex,Ajah,Lagos,68000000.0,18.035018277846262,1,2,2,2
2,5,5,4,Terraced Duplexes,Ajah,Lagos,35000000.0,17.370858648025116,1,2,6,3
5,5,6,4,Detached Duplex,Lekki,Lagos,1350000000.0,21.02337043013749,1,71,2,0
4,4,5,3,Terraced Duplexes,Ikoyi,Lagos,380000000.0,19.755681813316283,1,43,6,3
5,6,7,5,Detached Duplex,Lekki,Lagos,120000000.0,18.603002309079653,1,71,2,0
7,7,8,4,Detached Duplex,Lekki,Lagos,200000000.0,19.11382792951231,1,71,2,0
3,4,4,3,Detached Bungalow,Lekki,Lagos,33000000.0,17.312018149733785,1,71,1,0
8,8,8,4,Detached Duplex,Lekki,Lagos,45000000.0,17.622173069956816,1,71,2,0
5,5,6,5,Detached Duplex,Ikoyi,Lagos,1100000000.0,20.818576017659826,1,43,2,0
5,6,6,4,Detached Duplex,Lekki,Lagos,110000000.0,18.5159909328476,1,71,2,0
4,5,5,4,Detached Duplex,Lekki,Lagos,90000000.0,18.31532023940565,1,71,2,0
5,5,6,4,Terraced Duplexes,Gaduwa,Abuja,38000000.0,17.453096744006448,0,24,6,1
5,5,6,4,Detached Duplex,Lekki,Lagos,250000000.0,19.33697147982652,1,71,2,0
2,5,5,4,Detached Bungalow,Idu Industrial,Abuja,10000000.0,16.118095750958314,0,35,1,1
4,5,5,4,Detached Duplex,Guzape District,Abuja,180000000.0,19.00846741441004,0,29,2,1
3,3,4,4,Detached Bungalow,Ajah,Lagos,45000000.0,17.622173069956816,1,2,1,2
4,4,5,3,Semi Detached Duplex,Lekki,Lagos,65000000.0,17.989897843244528,1,71,4,3
5,5,6,8,Detached Duplex,Dakwo,Abuja,80000000.0,18.197537205138154,0,13,2,1
5,6,7,3,Detached Duplex,Lekki,Lagos,70000000.0,18.064005814299346,1,71,2,0
1,5,5,1,Block of Flats,Ikorodu,Lagos,20000000.0,16.811242881518265,1,41,0,2
4,5,5,4,Block of Flats,Victoria Island (VI),Lagos,830000000.0,20.536936259959738,1,95,0,0
4,4,5,4,Terraced Duplexes,Lekki,Lagos,160000000.0,18.8906843794481,1,71,6,3
5,5,6,1,Detached Duplex,Asokoro District,Abuja,150000000.0,18.826145858727198,0,7,2,1
4,4,5,3,Terraced Duplexes,Victoria Island (VI),Lagos,180000000.0,19.00846741441004,1,95,6,3
2,2,2,4,Detached Bungalow,Alimosho,Lagos,10000000.0,16.118095750958314,1,3,1,2
4,4,5,5,Detached Duplex,Ajah,Lagos,65000000.0,17.989897843244528,1,2,2,2
3,3,4,5,Detached Bungalow,Ikorodu,Lagos,4000000.0,15.201805169084134,1,41,1,2
4,5,5,4,Semi Detached Duplex,Lekki,Lagos,80000000.0,18.197537205138154,1,71,4,3
3,5,5,4,Detached Bungalow,Lokogoma District,Abuja,40000000.0,17.50439003707821,0,73,1,1
6,6,7,6,Detached Duplex,Ikoyi,Lagos,1300000000.0,20.985630102183134,1,43,2,0
5,5,5,4,Detached Duplex,Lekki,Lagos,450000000.0,19.92475814295086,1,71,2,0
4,4,5,2,Terraced Duplexes,Lekki,Lagos,55000000.0,17.822843761378564,1,71,6,3
4,4,5,4,Detached Duplex,Lekki,Lagos,74000000.0,18.119575664681957,1,71,2,0
4,5,5,4,Detached Duplex,Ajah,Lagos,75000000.0,18.132998684833918,1,2,2,2
4,5,5,4,Detached Duplex,Ojodu,Lagos,85000000.0,18.258161826219297,1,86,2,0
4,4,4,3,Terraced Duplexes,Ikeja,Lagos,180000000.0,19.00846741441004,1,40,6,3
4,4,5,2,Terraced Duplexes,Lekki,Lagos,120000000.0,18.603002309079653,1,71,6,3
5,5,6,5,Detached Duplex,Lekki,Lagos,125000000.0,18.643824303266577,1,71,2,0
4,4,4,4,Detached Duplex,Lekki,Lagos,65000000.0,17.989897843244528,1,71,2,0
5,5,6,4,Detached Duplex,Ikoyi,Lagos,1500000000.0,21.12873094572124,1,43,2,0
4,5,5,4,Terraced Duplexes,Utako,Abuja,80000000.0,18.197537205138154,0,94,6,1
4,5,5,4,Detached Duplex,Lekki,Lagos,75000000.0,18.132998684833918,1,71,2,0
5,7,7,8,Semi Detached Duplex,Lekki,Lagos,80000000.0,18.197537205138154,1,71,4,0
3,3,4,3,Terraced Duplexes,Lekki,Lagos,45000000.0,17.622173069956816,1,71,6,3
4,5,5,4,Detached Duplex,Ajah,Lagos,35000000.0,17.370858648025116,1,2,2,2
4,4,5,2,Terraced Duplexes,Lekki,Lagos,47000000.0,17.665658180950928,1,71,6,3
5,5,5,4,Detached Duplex,Lekki,Lagos,145000000.0,18.7922443072814,1,71,2,0
4,5,5,4,Terraced Duplexes,Lugbe District,Abuja,50000000.0,17.72753358339242,0,74,6,1
5,5,6,4,Detached Duplex,Ajah,Lagos,95000000.0,18.36938746009113,1,2,2,2
5,5,6,3,Semi Detached Duplex,Lekki,Lagos,160000000.0,18.8906843794481,1,71,4,3
2,2,3,3,Block of Flats,Jahi,Abuja,22000000.0,16.906553056777135,0,51,0,1
5,5,6,5,Detached Duplex,Lekki,Lagos,150000000.0,18.826145858727198,1,71,2,0
3,3,4,4,Terraced Duplexes,Katampe,Abuja,75000000.0,18.132998684833918,0,61,6,1
4,4,5,2,Semi Detached Duplex,Lekki,Lagos,70000000.0,18.064005814299346,1,71,4,3
4,6,6,4,Semi Detached Duplex,Ikoyi,Lagos,240000000.0,19.29614948547293,1,43,4,3
4,5,5,4,Block of Flats,Magodo,Lagos,30000000.0,17.216707972959764,1,76,0,0
5,6,6,4,Detached Duplex,Lekki,Lagos,450000000.0,19.92475814295086,1,71,2,0
4,5,5,4,Terraced Duplexes,Lekki,Lagos,140000000.0,18.757152987716434,1,71,6,3
2,3,3,4,Block of Flats,Lekki,Lagos,65000000.0,17.989897843244528,1,71,0,0
6,6,7,6,Detached Duplex,Ikeja,Lagos,450000000.0,19.92475814295086,1,40,2,0
5,5,7,6,Detached Duplex,Ikoyi,Lagos,1150000000.0,20.863027780191135,1,43,2,0
4,4,5,2,Terraced Duplexes,Life Camp,Abuja,60000000.0,17.909855136853043,0,72,6,1
4,5,5,3,Detached Duplex,Lekki,Lagos,85000000.0,18.258161826219297,1,71,2,0
5,7,7,4,Detached Duplex,Wuye,Abuja,165000000.0,18.92145603792546,0,99,2,1
4,5,5,4,Detached Duplex,Lekki,Lagos,80000000.0,18.197537205138154,1,71,2,0
5,5,5,4,Detached Duplex,Kubwa,Abuja,60900000.0,17.924743749100486,0,65,2,1
5,5,6,4,Detached Duplex,Magodo,Lagos,235000000.0,19.275096076363752,1,76,2,0
4,4,5,2,Detached Duplex,Lekki,Lagos,70000000.0,18.064005814299346,1,71,2,0
4,4,5,3,Semi Detached Duplex,Lekki,Lagos,82000000.0,18.22222981742365,1,71,4,3
4,5,5,4,Detached Bungalow,Shomolu,Lagos,45000000.0,17.622173069956816,1,92,1,0
4,4,5,2,Terraced Duplexes,Lekki,Lagos,55000000.0,17.822843761378564,1,71,6,3
2,3,3,3,Block of Flats,Lekki,Lagos,50000000.0,17.72753358339242,1,71,0,0
5,5,6,8,Detached Duplex,Lekki,Lagos,150000000.0,18.826145858727198,1,71,2,0
5,5,6,5,Detached Duplex,Ikeja,Lagos,130000000.0,18.683045016112164,1,40,2,0
5,5,5,4,Detached Duplex,Lekki,Lagos,190000000.0,19.06253463538792,1,71,2,0
4,4,5,4,Detached Duplex,Lekki,Lagos,125000000.0,18.643824303266577,1,71,2,0
5,5,6,4,Detached Duplex,Lekki,Lagos,90000000.0,18.31532023940565,1,71,2,0
5,5,6,5,Detached Duplex,Lekki,Lagos,350000000.0,19.673443715304877,1,71,2,0
5,5,6,6,Detached Duplex,Ikoyi,Lagos,850000000.0,20.560746908625106,1,43,2,0
4,4,5,1,Terraced Duplexes,Ogudu,Lagos,75000000.0,18.132998684833918,1,84,6,3
5,5,5,4,Detached Duplex,Ikeja,Lagos,250000000.0,19.33697147982652,1,40,2,0
5,5,5,4,Detached Duplex,Ikoyi,Lagos,400000000.0,19.806975107572256,1,43,2,0
3,3,3,4,Terraced Duplexes,Lekki,Lagos,31000000.0,17.249497794707484,1,71,6,3
4,5,5,4,Detached Duplex,Lekki,Lagos,125000000.0,18.643824303266577,1,71,2,0
5,5,6,4,Detached Duplex,Lekki,Lagos,100000000.0,18.420680753952364,1,71,2,0
5,5,6,3,Terraced Duplexes,Ikoyi,Lagos,185000000.0,19.035866388448003,1,43,6,3
4,5,5,4,Terraced Duplexes,Lugbe District,Abuja,32000000.0,17.281246492014,0,74,6,1
5,5,6,4,Detached Duplex,Ikoyi,Lagos,550000000.0,20.125428838008972,1,43,2,0
5,6,6,4,Detached Duplex,Lekki,Lagos,150000000.0,18.826145858727198,1,71,2,0
4,4,5,2,Terraced Duplexes,Lekki,Lagos,160000000.0,18.8906843794481,1,71,6,3
4,4,5,2,Terraced Duplexes,Lekki,Lagos,90000000.0,18.31532023940565,1,71,6,3
5,5,5,4,Detached Duplex,Ikeja,Lagos,165000000.0,18.92145603792546,1,40,2,0
4,5,5,4,Terraced Duplexes,Ikeja,Lagos,110000000.0,18.5159909328476,1,40,6,3
4,4,5,4,Semi Detached Duplex,Lekki,Lagos,70000000.0,18.064005814299346,1,71,4,3
4,4,5,8,Detached Duplex,Lekki,Lagos,65000000.0,17.989897843244528,1,71,2,0
4,4,5,4,Semi Detached Bungalow,Lekki,Lagos,38500000.0,17.46616882523204,1,71,3,0
4,4,5,2,Detached Duplex,Ajah,Lagos,75000000.0,18.132998684833918,1,2,2,2
5,5,6,4,Detached Duplex,Ikoyi,Lagos,650000000.0,20.29248292239242,1,43,2,0
4,4,5,5,Detached Duplex,Lekki,Lagos,100000000.0,18.420680753952364,1,71,2,0
5,5,6,2,Detached Duplex,Lekki,Lagos,115000000.0,18.560442695023177,1,71,2,0
5,5,6,4,Detached Duplex,Lekki,Lagos,190000000.0,19.06253463538792,1,71,2,0
5,5,6,4,Detached Duplex,Guzape District,Abuja,180000000.0,19.00846741441004,0,29,2,1
4,5,5,4,Terraced Duplexes,Lekki,Lagos,75000000.0,18.132998684833918,1,71,6,3
4,4,5,5,Terraced Duplexes,Ajah,Lagos,32000000.0,17.281246492014,1,2,6,3
5,5,6,8,Detached Bungalow,Ojodu,Lagos,60000000.0,17.909855136853043,1,86,1,0
4,4,5,4,Semi Detached Duplex,Ikoyi,Lagos,450000000.0,19.92475814295086,1,43,4,3
5,6,6,4,Detached Duplex,Katampe,Abuja,420000000.0,19.85576527162264,0,61,2,1
